# Puzzle từ kho mở Lichess (CC0) — sinh bởi tool/build_puzzles.dart
# id|fen|các nước UCI|elo|chủ đề
Vcf4Y|r7/4kppp/4p3/8/PN6/2p5/3n2PP/R5K1 b - - 3 32|a8b8 b4c6 e7d6 c6b8|700|crushing,endgame,fork,short
RJq1s|r2r2k1/pb3ppp/1p1Np1q1/n7/2B5/2P1Q3/PP3PPP/3R1RK1 w - - 6 18|c4d3 g6g2|700|kingsideAttack,mate,mateIn1,middlegame,oneMove
86KlZ|3r2k1/3r1ppp/p1n5/1p6/1N2nBQ1/8/PPP3PP/3q1RK1 w - - 0 24|f1d1 d7d1 g4d1 d8d1|701|kingsideAttack,mate,mateIn2,middlegame,short
OrKmI|5rk1/pp4p1/2p5/5nPQ/5b2/P1P4P/1P6/4R2K w - - 1 32|g5g6 f5g3 h1g2 g3h5|701|crushing,endgame,fork,short
UiaEh|4Q3/8/1p1q1ppk/p1p1n2p/P3p2P/1P2P1P1/5PK1/8 b - - 3 43|f6f5 e8h8|701|endgame,mate,mateIn1,oneMove
T0xps|4r2k/6pp/pp3p2/3p1b2/P2P1q2/2Q2P2/1P1N2PP/2R3K1 b - - 1 24|e8e2 c3c8 f5c8 c1c8 e2e8 c8e8|702|backRankMate,endgame,long,mate,mateIn3,sacrifice
7wy9r|3r1rk1/ppp3p1/7p/4R3/6b1/2Q5/PB4PP/4Rq1K w - - 2 23|e1f1 f8f1|703|backRankMate,mate,mateIn1,middlegame,oneMove
86KKF|r5k1/pb2pr2/2q3pQ/8/8/4p3/P1P3PP/3R1RK1 w - - 0 23|f1f7 c6g2|704|endgame,mate,mateIn1,oneMove
oWOS8|r1bq1rk1/1p2npbp/p5p1/2p3N1/P2p4/1B6/1PPPQPPP/R1B2RK1 w - - 2 13|b3f7 f8f7 g5f7 g8f7|705|advantage,opening,short
QUVW9|4rrk1/p5p1/4q2p/2pp4/8/1P1P2Q1/P1P2nPP/R4RK1 w - - 0 26|f1f2 e6e1 a1e1 e8e1 f2f1 e1f1|705|endgame,long,mate,mateIn3,sacrifice
8UN4i|2k5/pp6/1r4Pp/7P/P7/5P2/8/6K1 b - - 0 30|c8d8 g6g7 d8e7 g7g8q|706|advancedPawn,crushing,endgame,promotion,rookEndgame,short
cWdhO|2r2rk1/2p2p2/p2p2pb/1p1P3B/4NP1q/4Q2P/PP5P/R4RK1 b - - 0 25|h4h5 e4f6 g8h8 f6h5|708|crushing,fork,middlegame,short
PItOC|1r3Rk1/p6p/2p1r2B/np4p1/3P4/2P3K1/P3B1P1/5R2 b - - 1 27|b8f8 f1f8|709|endgame,mate,mateIn1,oneMove,operaMate
ZW7Oj|5k2/p2r1pp1/1p1np2p/8/1P2P3/P1B2PP1/2R1K2P/8 b - - 0 34|d7c7 c3g7 f8g7 c2c7|710|advantage,discoveredAttack,endgame,master,short
WObH3|2kr3r/p1p1qp2/Qpn1p2n/2Np2p1/3P1bP1/2P4P/PP4B1/R1B2RK1 b - - 1 18|c8b8 a6b7|711|mate,mateIn1,middlegame,oneMove
mjRvn|3r2k1/p5pp/1pN1pp2/8/8/1P6/n4PPP/R4K2 b - - 1 26|d8c8 c6e7 g8f8 e7c8|712|advantage,endgame,fork,short
Kh0bY|6b1/8/2R5/2p2p1k/4p3/1pK1P1P1/8/8 b - - 0 49|h5g4 c6g6 g4f3 g6g8|715|crushing,endgame,fork,short
UN3X9|r1bq1rk1/pp2bpp1/2n4p/3p2B1/3P3P/P2Q1N2/1P3PP1/RB2K2R b KQ - 1 14|f8e8 d3h7 g8f8 h7h8|717|kingsideAttack,mate,mateIn2,opening,short
XYo8Y|r5k1/pQp2ppp/8/2qP4/8/8/PP3RPP/R1r4K w - - 0 21|a1c1 c5c1 f2f1 c1f1|718|endgame,mate,mateIn2,short
cY2FJ|2Q3k1/3N1R2/1p2p1pp/p2n4/3q4/P5P1/1P2P2P/5K2 b - - 3 33|g8f7 c8f8|720|endgame,mate,mateIn1,oneMove,swallowstailMate
IT6uL|4r1k1/R5p1/5pKp/7P/4P1P1/8/8/8 b - - 4 51|e8e4 a7a8 e4e8 a8e8|721|endgame,mate,mateIn2,rookEndgame,short
RMCyD|1k1r1b1r/BpR1ppp1/p7/1N1P3p/4nP2/P7/1P2q1PP/2R3K1 b - - 1 23|b8a8 c7c8 d8c8 c1c8|721|mate,mateIn2,middlegame,queensideAttack,short
gN4bv|k4q2/8/p7/7P/1p4Q1/6P1/6P1/6K1 w - - 0 40|g4f3 f8f3 g2f3 b4b3|724|crushing,endgame,queenEndgame,short
7Aveu|5r1k/5Bp1/1q4P1/1p3R1P/p7/P2p3r/1P4K1/3R4 b - - 2 33|h3h5 f5h5|724|endgame,hangingPiece,mate,mateIn1,oneMove,pillsburysMate
Okx5R|r1b1kb1r/ppqp1pp1/2n1p3/7p/3p2n1/1P2PN1P/PBP1BPP1/RN1Q1RK1 w kq - 0 9|f3d4 c7h2|726|mate,mateIn1,oneMove,opening
iWr3i|r1b1r1k1/ppq2pp1/2p2n1p/8/2BP4/PQ2P3/4NPPP/1R3RK1 w - - 0 18|c4f7 c7f7 b3f7 g8f7|726|advantage,middlegame,short
mF63h|6k1/2r2pp1/4p2p/8/2P5/3N1PnP/6P1/2R3K1 w - - 1 35|c4c5 g3e2 g1f2 e2c1|729|endgame
RXvTg|5rk1/p4pb1/1pN4p/6p1/3p1P2/8/PP4PP/3R2K1 b - - 1 28|f8c8 c6e7 g8h7 e7c8|730|crushing,endgame,fork,short
iWu5w|rnb1k2r/qp4pp/2pp4/p2Pp1p1/N1P1P1P1/P4N2/1P2KbP1/R2Q1B1R w kq - 0 13|d5c6 a7e3|731|mate,mateIn1,middlegame,oneMove
3NnuV|8/8/4kpp1/4n3/p1p1PK2/B1P5/P5P1/8 w - - 0 35|a3c5 e5d3 f4e3 d3c5|732|crushing,endgame,fork,short
RNtfM|6R1/4kn1K/8/8/1pP2b2/6pB/8/8 w - - 3 56|g8a8 f7g5 h7g6 g5h3|732|crushing,endgame,fork,master,short
RNuuW|4r1k1/p7/4r2p/2n2N2/1PPB4/3n4/P2N1PPP/R4K2 w - - 1 25|b4c5 e6e1 a1e1 e8e1|733|mate,mateIn2,middlegame,short
VyWpt|2K5/8/8/6pp/7P/4k1P1/8/8 b - - 0 57|e3f3 h4g5 f3g3 g5g6 h5h4 g6g7 g3f2 g7g8q|735|advancedPawn,crushing,endgame,pawnEndgame,promotion,veryLong
mQD5f|rn1q3r/pp2bkpb/2p1Qn1p/8/2BP1PPP/2N5/PPP5/R1B1K2R b KQ - 0 13|f7f8 e6f7|737|mate,mateIn1,oneMove,opening
WKkZl|1k1r1b1r/1pp2pp1/p1n1p3/7q/2PP2p1/3QB1P1/PP2BP1N/R4RK1 w - - 1 18|e2g4 h5h2|737|kingsideAttack,mate,mateIn1,middlegame,oneMove
atWfr|r6r/1pqkn3/p1n1pQ2/3p4/4p3/2N2N2/PPP2PPP/R4RK1 w - - 0 20|f3g5 c7h2|738|kingsideAttack,mate,mateIn1,middlegame,oneMove
9AzJL|4rrk1/ppp1qp2/3p1RpQ/3Pp1NP/7n/8/PPP5/2K5 b - - 3 25|e7f6 h6h7|738|endgame,mate,mateIn1,oneMove
akOz5|r1bqk1nr/ppp2p1p/2np4/6bQ/2BPPp1P/8/PPP3P1/RNB1K2R b KQkq - 1 8|c6d4 h5f7|744|attackingF2F7,mate,mateIn1,middlegame,oneMove
7wwUX|r3k2r/1p1bpp1p/pq1p2p1/8/P2Q2n1/2P5/BP3PPP/RN3RK1 b kq - 0 17|b6b2 d4h8|745|hangingPiece,mate,mateIn1,middlegame,oneMove
Q44cn|2r3k1/5p2/4bP2/3q4/6pp/P2B4/1PP1Q2P/1K3R2 w - - 4 39|e2d2 d5a2 b1c1 a2a1|745|endgame,mate,mateIn2,short
2TmtR|1r1q1rk1/R4pnp/3pp1pB/1ppP4/3bPPP1/2N5/1PPQ2PK/4R3 w - - 0 20|d5e6 d8h4|746|mate,mateIn1,middlegame,oneMove
jbxTd|5rk1/p1b2ppp/1p6/2pq4/P1Np4/1P1P2Pb/1B2PP1P/R3QRK1 w - - 0 19|b2c1 d5g2|747|mate,mateIn1,middlegame,oneMove
4fa4k|8/8/8/pRp3Kp/P6P/2k3P1/1r6/8 b - - 3 43|b2b5 a4b5 c5c4 b5b6|747|crushing,endgame,master,short
2lAH6|4rrk1/p1p2ppp/4qn2/2P3B1/8/P4Q2/3R1PPP/3R2K1 w - - 1 22|g5f6 e6e1 d1e1 e8e1|748|backRankMate,mate,mateIn2,middlegame,sacrifice,short
lGPIq|8/8/KPk5/8/7R/8/8/6r1 w - - 1 51|h4b4 g1a1 b4a4 a1a4|750|endgame,mate,mateIn2,rookEndgame,short
MmE4l|r7/5p2/3p1kp1/1p6/pP3n2/P2P1N2/5PPP/2R3K1 w - - 1 29|d3d4 f4e2 g1f1 e2c1|751|crushing,endgame,fork,short
Pn0Fw|r2q1rk1/1pp2ppp/p1n1b3/1n1p2N1/B2P4/8/P1Q2PPP/1RB1R1K1 b - - 3 15|b5d4 c2h7|753|kingsideAttack,mate,mateIn1,oneMove,opening
6Si3u|r4rk1/2p2q1p/2Q5/p3B1p1/3Pp3/4P3/PP3PPP/2R3K1 w - - 1 26|b2b3 f7f2 g1h1 f2f1 c1f1 f8f1|754|backRankMate,endgame,long,mate,mateIn3,sacrifice
T0vaC|1k4r1/ppp5/4n2q/4Q3/2P5/5NBN/6PK/8 b - - 22 42|e6d8 e5c7 b8a8 c7b8|757|mate,mateIn2,middlegame,short
5GOZS|8/8/4k3/4p3/N3P1p1/P5N1/1qb1R1K1/8 b - - 0 48|b2b3 a4c5 e6d6 c5b3|759|crushing,endgame,fork,master,short
aD8VA|r4rk1/ppbn1ppp/8/3P4/Q3N2q/1P2Pn2/PB2NPPP/R4RK1 w - - 3 17|g2f3 h4h2|759|kingsideAttack,mate,mateIn1,middlegame,oneMove
PQkXb|2r1k3/R6p/5Np1/1p3p2/1Pb5/5K2/7r/8 b - - 5 36|e8d8 a7d7|759|endgame,mate,mateIn1,oneMove
KgzP0|5nk1/pp4pp/3pp3/6Q1/N3Pn1P/1P6/P4qPK/B7 b - - 5 25|h7h6 g5g7|762|endgame,mate,mateIn1,oneMove
atC7m|rnb1k2r/pp3ppp/1qp5/3Pp3/6n1/2NPBN2/PPP2KPP/R2Q1B1R w kq - 5 9|f2e2 b6e3|763|mate,mateIn1,oneMove,opening,swallowstailMate
j7TxR|r1b2r1k/ppp2n2/3b1qQp/4R3/3p4/3B4/PPP2PPP/RN5K b - - 7 18|d6e5 g6h7|765|mate,mateIn1,middlegame,oneMove
Q6m36|2r5/8/2P5/2R4p/8/2Pk1KP1/6PP/8 w - - 6 41|h2h4 c8f8 c5f5 f8f5|765|endgame,mate,mateIn2,rookEndgame,short
ZW5GL|8/3k1Np1/7p/3p4/4n2P/6r1/4R2K/8 b - - 1 57|g3f3 f7e5 d7e6 e5f3|766|advantage,endgame,fork,short
Q9Mbe|r1br2Qk/ppq1b1pp/7N/n1p5/5P2/3PB3/PP2B1PP/R4RK1 b - - 4 17|d8g8 h6f7|769|mate,mateIn1,middlegame,oneMove,smotheredMate
Q9QT0|r4k2/6pp/5p2/4q2P/2Q3P1/pP2pP2/P7/1K1R4 w - - 4 32|d1d7 e5b2|770|endgame,mate,mateIn1,oneMove
OkuPH|1q6/1k2b2p/p3p3/1p1R4/5P2/P3BB2/1P4PP/2R3K1 b - - 0 23|e6d5 f3d5|771|endgame,mate,mateIn1,oneMove
TLHq7|r7/1p3k1p/p1p2Pp1/2P1B1P1/Pn2pP2/R7/5K1P/8 w - - 0 32|f2e3 b4c2 e3e4 c2a3|771|crushing,endgame,fork,master,short
7gH8U|r1b2r1k/6pp/p1pq4/3p4/5Pn1/1P2R1P1/PB4BP/2RQ3K w - - 1 27|e3c3 g4f2 h1g1 f2d1|771|advantage,fork,middlegame,short
9B1Ey|2r2k2/5p1p/6p1/8/PpP5/1Nn5/6PP/2R3K1 w - - 2 31|c4c5 c3e2 g1f2 e2c1|774|crushing,endgame,fork,short
KzVKX|r1bqR3/1p5Q/p1k2b2/2p5/P1Pp1B2/7P/5PP1/5K1R b - - 0 24|d8e8 h7c7|778|mate,mateIn1,middlegame,oneMove
2l8uL|r5k1/1p3p1p/p1p3p1/3p4/5q2/4R2P/PP1Q4/1B4K1 b - - 0 29|d5d4 e3e8 a8e8 d2f4|779|advantage,discoveredAttack,endgame,short
jbxwx|2r3k1/5p1p/4p1p1/4P3/6P1/4R2P/P1pr2B1/2R4K w - - 0 41|g2e4 d2d1 e3e1 d1e1|779|crushing,endgame,master,masterVsMaster,short
OrLpn|2kr4/ppp2Rp1/2np4/4p3/PPB1P1n1/2PPP1p1/4Q1Pq/RN4K1 w - - 3 18|g1f1 h2h1|780|mate,mateIn1,middlegame,oneMove
TLHgU|r1b2rk1/pp3ppp/2n5/8/8/2NB1N1n/PPP3PP/R1Q1R1qK w - - 8 18|f3g1 h3f2|781|mate,mateIn1,oneMove,opening,smotheredMate
60zzS|1r1q1rk1/1p3pbp/p5p1/2pb4/8/1P1BPQ1P/P2B1PP1/1R3RK1 w - - 0 18|d3e4 d5e4 f3e4 d8d2|781|advantage,discoveredAttack,master,middlegame,short
m9Cgt|8/3Q1pk1/p3p1pp/1p3q2/3P4/5N1P/r4PP1/3R2K1 w - - 0 28|f3e5 f5f2 g1h2 f2g2|784|endgame,mate,mateIn2,short
nwgDh|3q4/1b5k/1p3pp1/5n2/1b1P2N1/4P1P1/P1B4P/1RR3K1 b - - 2 33|d8d5 g4f6 h7h6 f6d5|784|crushing,fork,master,middlegame,short
IrZfp|r3k2r/2p2ppp/p1np3n/1p6/3bP3/5N1q/PPBNKP2/R1BQR3 w kq - 0 18|f3d4 c6d4|784|cornerMate,mate,mateIn1,middlegame,oneMove
7wvxX|8/6pk/6pp/8/4Q3/5N1P/P4bPK/2q5 w - - 0 38|f3e5 c1g1|785|endgame,mate,mateIn1,oneMove
FglCc|8/8/8/7r/8/2k1P3/1R3PP1/K7 w - - 3 52|b2b1 h5a5|786|endgame,mate,mateIn1,oneMove,rookEndgame
97GOP|4rrk1/p1p3p1/1p1p2p1/3P4/2PBbq2/2PB1n1P/P5P1/R2Q2RK w - - 10 22|d3e4 f4h2|786|mate,mateIn1,middlegame,oneMove
CFVm5|3q1r2/p2r1pk1/1p4np/2pN1Q2/3p4/3P4/PPP2PPP/4RRK1 w - - 9 24|f5f6 d8f6 d5f6 g7f6|788|advantage,middlegame,short
KgzRD|r3r1k1/p4ppp/2p2q2/3b4/6B1/4R3/PPQ2PPP/4R1K1 b - - 2 18|f6d4 e3e8 a8e8 e1e8|791|kingsideAttack,mate,mateIn2,middlegame,short
mjPq7|8/1p1b4/4p2p/1k1pP1p1/1rr2p2/1N3P1P/PR4P1/1R3K2 b - - 0 36|b5a4 b3c5 c4c5 b2b4|792|advantage,deflection,discoveredAttack,endgame,short
kxwRQ|7k/pp3Bpp/5p2/8/1PP1b3/P3b1PP/1B1n3K/3R1n2 w - - 0 34|d1f1 d2f1|794|endgame,hangingPiece,mate,mateIn1,oneMove
BXG4Y|r5rk/4bpq1/p1n1p3/1p1p3n/7N/P2B1Q1P/1PP2PP1/4RRK1 b - - 14 25|e7h4 f3h5 g7h6 h5h6|795|fork,hangingPiece,mate,mateIn2,middlegame,short
nj8z1|r2qkbnr/p2n2pp/1p2p3/1B1p4/3Q1P2/8/PPP3PP/RNB1K2R w KQkq - 0 10|e1g1 f8c5 c1e3 c5d4|799|crushing,opening,pin,short
njAks|5r1n/pp2R1k1/3p3p/2pP3P/2P2pP1/3Q4/PP2N2K/5q2 b - - 1 30|g7g8 d3h7|800|endgame,mate,mateIn1,oneMove
dfUrO|2r1r1k1/p4pp1/3bpq1p/7Q/P3R3/1B2R2P/2P2PP1/6K1 w - - 4 28|e3f3 f6a1 e4e1 a1e1|802|kingsideAttack,mate,mateIn2,middlegame,short
PQlEs|r2q1r1k/p2b3p/1np2npQ/1p3p2/3P3N/NBP5/PP4PP/4RRK1 b - - 1 20|f6g4 h4g6|803|kingsideAttack,mate,mateIn1,middlegame,oneMove,pin
cY29C|r1bqrk1Q/pp4p1/1nn1p3/3pP1N1/1b1P3P/2N5/PP1B1PP1/R3K2R b KQ - 6 17|f8e7 h8g7|803|epauletteMate,master,mate,mateIn1,middlegame,oneMove
koArK|1R6/7p/1p2rpp1/pk6/5PP1/1Pn2PK1/P4B1P/8 w - - 3 43|f2d4 c3e2 g3g2 e2d4|804|advantage,endgame,fork,short
m6YBt|8/8/R7/1P3kpp/P7/5PPK/1r6/8 w - - 15 53|b5b6 g5g4 f3g4 h5g4 h3h4 b2h2|806|endgame,long,mate,mateIn3,rookEndgame
cY4k6|2r5/pp1nNppk/5q1p/8/6Q1/1P6/2P1RPPP/6K1 w - - 5 27|e7c8 f6a1 e2e1 a1e1|806|endgame,mate,mateIn2,short
E4lpu|7k/4b3/p1pp3r/1p2p3/8/P1PP1P1q/QP3P1K/R6R w - - 0 28|h2g1 h3h1|807|endgame,mate,mateIn1,oneMove
0V7zM|8/p7/3K4/3P1p2/6p1/2P2k2/P7/8 w - - 0 50|d6c7 g4g3 d5d6 g3g2 d6d7 g2g1q|808|advancedPawn,crushing,endgame,long,pawnEndgame,promotion
UN37r|8/8/2P5/4K3/8/8/2b3pk/R7 b - - 2 54|g2g1q a1g1 h2g1 c6c7 c2d3 c7c8q|809|advancedPawn,crushing,endgame,long,promotion
ABCS5|r4rk1/5pp1/npNqp2p/p3P3/1p1P4/8/PPQ2PPP/2KR3R b - - 0 17|d6d5 c6e7 g8h8 e7d5|809|crushing,fork,middlegame,short
J1zhj|8/5Q1p/1p6/p5pk/8/1P4qP/1P4b1/6K1 b - - 3 42|h5h4 f7h7|812|endgame,master,mate,mateIn1,oneMove
m9Dd8|2rqr1nk/pp2bppp/5n2/2p3N1/1PPp4/P2P1B2/1B3PPP/R2QR1K1 b - - 2 18|b7b6 g5f7|813|kingsideAttack,mate,mateIn1,middlegame,oneMove,smotheredMate
Xty5G|6k1/6p1/p6p/1p6/1P3P2/P2rp1PP/2R3K1/8 w - - 0 44|c2a2 d3d2 a2d2 e3d2|813|advancedPawn,crushing,endgame,master,rookEndgame,short
7z0IY|2r5/6pp/5k2/p7/P1p4P/2Nn2P1/4RPK1/8 w - - 6 39|g3g4 d3f4 g2f3 f4e2|814|advantage,endgame,fork,short
NLFTo|r2q2kr/ppp2bpp/8/2Np4/3n4/1Q6/PP3PPP/RNB2RK1 w - - 0 13|b3c3 d4e2 g1h1 e2c3|815|advantage,fork,opening,short
RNu6i|r1b1k2r/pp2ppbp/1qnp2p1/8/2p1PPn1/2NP1N2/PPPBB1PP/1R1QK2R w Kkq - 0 10|h2h3 b6f2|815|mate,mateIn1,oneMove,opening
cY3vk|8/1R3pk1/1p4p1/6P1/3n1P2/2r4K/P7/4R3 w - - 6 44|h3h2 d4f3 h2g2 f3e1|816|crushing,endgame,fork,master,short
KgygV|5r1k/Q2R2p1/2q4p/5p2/8/8/PP3PRP/2r4K w - - 4 27|d7d1 c1d1|817|endgame,hangingPiece,mate,mateIn1,oneMove
byv5Y|8/5k2/5p2/3P3p/5Q1P/6PK/8/3q4 w - - 1 51|f4f5 d1h1|817|endgame,mate,mateIn1,oneMove,queenEndgame
6IgjH|3k4/pbp4p/1p3N2/1B1p4/7q/2P4Q/PP4PK/8 b - - 3 28|h4f6 h3d7|818|endgame,mate,mateIn1,oneMove
ZD5N8|r4rk1/ppb5/2n3p1/3p4/3P1p2/1P1Q1P1q/P5R1/R1B2K2 b - - 1 28|a8e8 d3g6 g8h8 g6g7|819|kingsideAttack,mate,mateIn2,middlegame,short
NLHcN|1r2R1k1/5pp1/2p2r1p/8/3q4/1P6/P1Q3PP/4RB1K b - - 7 28|b8e8 e1e8|820|endgame,mate,mateIn1,oneMove
dMJEi|3r4/6k1/p4p2/1p2n3/1P6/P5P1/6P1/2Q3K1 w - - 2 46|g1f2 e5d3 f2e3 d3c1|823|endgame,master,masterVsMaster
cY3Ul|5rk1/p1Q2p1p/1p1p2p1/4p3/5n1q/3PBR2/PP4PP/4R2K w - - 0 21|e3f4 h4e1 f3f1 e1f1|823|endgame,hangingPiece,kingsideAttack,mate,mateIn2,short
6112J|3r4/ppp4p/8/4p3/4P2P/5P2/PP1p1K1k/3R4 b - - 1 39|h2h3 d1h1|825|endgame,mate,mateIn1,oneMove,rookEndgame
QUWC6|Q5k1/5ppp/pq2p3/8/1p6/3rP3/PPP3PP/1K1R4 b - - 0 23|b6d8 a8d8 d3d8 d1d8|828|backRankMate,endgame,mate,mateIn2,short,xRayAttack
GCHpA|5k2/p4p2/4pB1p/6p1/4b1P1/7P/P2r1P2/2R3K1 b - - 1 30|f8e8 c1c8 e8d7 c8d8 d7c6 d8d2|829|crushing,endgame,long,skewer
Fc2Gy|rn3rk1/ppp2ppp/3p4/6q1/4R3/1QP2B2/PP3PPP/RN4K1 w - - 1 14|b3b7 g5c1 f3d1 c1d1 e4e1 d1e1|830|kingsideAttack,long,mate,mateIn3,middlegame
5tLQT|r2r2k1/pR2bppp/q1n1p3/6N1/8/5QP1/4NP1P/1R4K1 b - - 4 18|e7g5 f3f7 g8h8 f7g7|831|mate,mateIn2,middlegame,short
lMwSp|r1b4k/1p3prp/pq6/4Qp2/8/6R1/PP3PPP/R5K1 b - - 1 22|b6h6 e5e8 g7g8 e8g8|831|mate,mateIn2,middlegame,short
dMJL9|1k1r4/7Q/3qpp2/8/8/2R5/1rP3PP/5R1K w - - 2 31|f1a1 d6d1 a1d1 d8d1|834|backRankMate,endgame,mate,mateIn2,sacrifice,short
QuI3L|4kr2/p6Q/1pp1p1p1/q2p4/P2B4/1P2Pr2/6PP/5RK1 w - - 1 29|f1f3 a5e1 f3f1 e1f1|836|endgame,mate,mateIn2,short
E4lyn|r1bq1rk1/pp3pp1/1b3n1p/8/8/1P1B3P/P3NPP1/R1BQ1RK1 b - - 0 14|d8d6 d3h7 g8h7 d1d6|836|crushing,discoveredAttack,opening,short
5GNsT|r1bq1rk1/p1ppbppn/1p5p/4PP2/2BQ4/8/PPP3PP/RNB2RK1 w - - 0 11|b1c3 e7c5 d4c5 b6c5|837|crushing,opening,pin,short
gDjyU|3k4/2r1r2p/p2Q2p1/1pn5/5P2/1B5P/P1P3P1/7K b - - 6 34|e7d7 d6f8|838|endgame,mate,mateIn1,oneMove
nj9Vx|2r3k1/p2n2pp/1p2R3/5pQ1/3q1B2/8/P4PPP/R1r3K1 w - - 1 24|a1c1 c8c1 f4c1 d4d1 e6e1 d1e1|839|long,mate,mateIn3,middlegame
ZD4mr|1r3rk1/R5pp/1q2p3/1p2p3/4P3/1Q6/2P2PPP/1R4K1 w - - 2 21|a7e7 b6f2 g1h1 f2f1 b1f1 f8f1|840|backRankMate,endgame,long,mate,mateIn3,sacrifice
nwgxM|r1Q3k1/p4ppp/4bq1n/8/8/B4N2/5PPP/2R1R1K1 b - - 0 21|e6c8 e1e8|840|backRankMate,mate,mateIn1,middlegame,oneMove
52CoF|2r5/p6p/8/5kp1/P1p5/6P1/1PN1rPKP/2R5 b - - 3 37|c4c3 c2d4 f5e4 d4e2|840|advantage,endgame,fork,master,short
ko9If|6k1/pp3p1p/6p1/3n4/1P2p3/P5KP/5PP1/3B4 b - - 0 31|f7f5 d1b3 g8f7 b3d5|840|crushing,endgame,master,pin,short
DU8Tr|r1b2r2/2qn1k1p/p1pp1PpQ/3Pp3/2P1P3/2p2P2/PP6/R3KBNR b KQ - 0 17|d7f6 h6h7 f6h7 h1h7 f7f6 h7c7|842|crushing,long,middlegame,sacrifice,skewer
Kgz5r|8/p5b1/8/1pB2kN1/7P/3b4/PP2r3/K5R1 w - - 1 42|g5f3 g7b2|843|endgame,master,mate,mateIn1,oneMove
Q6lrq|r1b1kb1r/ppp1ppp1/2n4p/1N2P2n/5B2/8/PPP2PPP/3RKBNR b Kkq - 2 8|h5f4 b5c7|843|cornerMate,mate,mateIn1,oneMove,opening
gMPsx|8/5p1k/1P1ppq1p/2p4P/2P1PbP1/3Q1P1K/1r2B3/5R2 b - - 4 42|b2b6 e4e5 h7g7 e5f6|844|crushing,discoveredAttack,discoveredCheck,endgame,master,short
4GlD3|r1bq4/ppp2kp1/7p/2nn3Q/8/8/PPP2PPb/R1B1RK2 b - - 1 16|f7g8 e1e8 d8e8 h5e8|845|advantage,fork,middlegame,short
gN6XJ|r1bq1Bk1/1p1n1p1p/p3p1p1/8/5P2/2n2N2/PPP3PP/R2Q1RK1 w - - 0 15|d1d4 c3e2 g1h1 e2d4|845|advantage,fork,middlegame,short
ibwe4|8/3k3p/p2b1p2/4p1n1/1P2P3/P1K5/2P4P/5R2 w - - 2 35|f1f6 g5e4 c3d3 e4f6|845|crushing,endgame,fork,short
j86Wo|rbb2rk1/2qp1ppp/p3p1n1/1p2N1B1/8/P1N5/1PQ2PPP/1B1RR1K1 b - - 0 16|g6e5 c2h7|850|kingsideAttack,mate,mateIn1,oneMove,opening
MK4ne|1r3rk1/pb3ppp/2Qp3q/8/3N4/1P4R1/P4PPP/2R3K1 w - - 1 22|c6a4 h6c1|850|hangingPiece,mate,mateIn1,middlegame,oneMove
CBD31|8/3R1p2/6pk/4P3/4P2K/7P/6r1/8 w - - 2 47|d7f7 g6g5|851|endgame,mate,mateIn1,oneMove,rookEndgame
RNv6s|2r2k2/1q3p2/p2RpQ1b/1p4p1/4N3/4P3/PP3PP1/6K1 b - - 9 30|h6g7 d6d8 c8d8 f6d8|851|endgame,mate,mateIn2,short
CFXKB|3r2k1/pp3ppp/4p3/8/4Q3/1P1PRn1q/P4P1P/5R1K w - - 5 24|f1g1 h3h2|851|endgame,mate,mateIn1,oneMove
86Mhj|6k1/p6p/bp4r1/2b4Q/8/3p2P1/PPP4P/5N1K w - - 0 27|c2d3 a6b7 h5d5 b7d5|852|doubleBishopMate,endgame,mate,mateIn2,short
m9Cjb|r3r1k1/pp4p1/2p4p/3p4/3B4/6qP/PPPQ4/R3R2K w - - 4 30|d2g2 e8e1 a1e1 g3e1|857|crushing,middlegame,short
lReqw|r4k2/p2n3p/5p2/1p4p1/2Bnp2N/1PR5/5PPP/3R2K1 w - - 0 26|c4d5 d4e2 g1f1 e2c3 d5a8 c3d1|859|advantage,fork,long,middlegame
W3Zag|8/1p5k/p1p3p1/2P2r1p/1P1P4/4PnB1/4KP2/7R w - - 0 38|h1h3 f3g1 e2f1 g1h3|859|crushing,endgame,fork,short
W3ZvB|5rk1/7p/6RP/2qP2Q1/8/1Pn5/p1B3P1/7K b - - 0 37|h7g6 g5g6 g8h8 g6g7|860|endgame,mate,mateIn2,short
TzHj8|r1bqkbnr/ppp2ppp/8/3p4/3Pp3/6P1/PP1PPPBP/RNBQK2R b KQkq - 0 6|f8b4 d1a4 c7c6 a4b4|861|advantage,fork,opening,short
akNOP|2r4r/ppbk2p1/2b5/3p1N1p/1Q5P/8/PPPB2P1/2K5 b - - 0 26|g7g6 b4e7|861|master,mate,mateIn1,middlegame,oneMove
ECFjM|rn2kbnr/1bpp1ppp/1p2pq2/pN1PN3/Q1P5/8/PP2PPPP/R1B1KB1R b KQkq - 3 8|b8a6 b5c7 a6c7 a4d7|861|discoveredAttack,mate,mateIn2,opening,short
ZW7DR|1rbr2k1/1pq1bppp/8/p2n4/P7/5N2/1B2QPPP/1R2R1K1 b - - 1 21|e7f6 e2e8 d8e8 e1e8|862|backRankMate,mate,mateIn2,middlegame,sacrifice,short
m9FcX|1k1r3r/ppp2R1p/8/8/3bnQ2/8/PPP5/1K6 b - - 1 29|h8e8 f4c7 b8a8 c7b7|863|endgame,mate,mateIn2,short
